,Player,Market Value (Millions USD),Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,Gls per 90,Ast per 90,G+A per 90,G-PK per 90,G+A-PK per 90,xG,npxG,xA,npxG+xA,xG per 90,xA per 90,xG+xA per 90,npxG per 90,npxG+xA per 90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att_x,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Cmp,Att_y,Cmp%,TotDist,PrgDist,Cmp short,Att short,Cmp% short,Cmp medium,Att medium,Cmp% medium,Cmp long,Att long,Cmp% long,A-xA,KP,1/3,PPA,CrsPA,Prog
510,Kenny Tete,5.5,35.0,1.0,8.0,24.0,22.0,18.0,1481.0,16.5,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.6,1.8,0.01,0.1,0.11,0.01,0.11,58.0,29.0,33.0,18.0,7.0,15.0,26.0,57.7,11.0,250.0,79.0,31.6,121.0,89.0,40.0,30.0,5.0,0.0,25.0,29.0,87.0,61.0,0.0,642.0,863.0,74.4,11784.0,4782.0,282.0,335.0,84.2,267.0,340.0,78.5,77.0,129.0,59.7,-0.6,17.0,35.0,25.0,19.0,54.0
513,Denis Odoi,0.66,5.0,1.0,8.0,32.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,3.0,0.0,2.0,1.0,0.0,1.0,4.0,25.0,3.0,23.0,3.0,13.0,11.0,8.0,4.0,6.0,1.0,0.0,5.0,1.0,4.0,11.0,0.0,153.0,185.0,82.7,3165.0,1036.0,54.0,60.0,90.0,72.0,82.0,87.8,25.0,36.0,69.4,-0.1,1.0,11.0,2.0,1.0,10.0
516,Harrison Reed,11.0,16.0,7.0,8.0,25.0,31.0,26.0,2247.0,25.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,1.4,1.8,0.01,0.06,0.07,0.01,0.07,68.0,42.0,29.0,36.0,3.0,25.0,84.0,29.8,59.0,525.0,160.0,30.5,232.0,246.0,47.0,47.0,12.0,0.0,35.0,52.0,120.0,58.0,0.0,1262.0,1460.0,86.4,24280.0,5739.0,467.0,506.0,92.3,625.0,688.0,90.8,155.0,228.0,68.0,0.6,22.0,86.0,18.0,4.0,97.0
517,Tom Cairney,9.9,44.0,7.0,8.0,29.0,10.0,9.0,759.0,8.4,1.0,1.0,1.0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,5.0,4.0,1.0,2.0,2.0,0.0,3.0,0.0,3.0,65.0,21.0,32.3,18.0,32.0,15.0,6.0,0.0,0.0,6.0,1.0,6.0,3.0,0.0,551.0,621.0,88.7,11165.0,2009.0,214.0,227.0,94.3,227.0,247.0,91.9,100.0,128.0,78.1,-0.4,20.0,61.0,10.0,5.0,32.0
520,Bobby Reid,11.0,27.0,8.0,8.0,27.0,33.0,28.0,2372.0,26.4,5.0,2.0,5.0,0.19,0.08,0.27,0.19,0.27,4.8,4.8,1.4,6.2,0.18,0.05,0.23,0.18,0.23,32.0,20.0,15.0,10.0,7.0,10.0,33.0,30.3,23.0,410.0,106.0,25.9,122.0,158.0,130.0,37.0,6.0,0.0,31.0,17.0,49.0,41.0,0.0,612.0,826.0,74.1,10197.0,2922.0,308.0,360.0,85.6,230.0,297.0,77.4,54.0,120.0,45.0,0.6,15.0,38.0,28.0,6.0,60.0
521,Josh Onomah,6.6,16.0,7.0,8.0,23.0,11.0,4.0,374.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.15,0.01,0.17,0.15,0.17,10.0,5.0,1.0,6.0,3.0,0.0,7.0,0.0,7.0,91.0,22.0,24.2,16.0,48.0,27.0,4.0,2.0,0.0,2.0,3.0,13.0,4.0,0.0,149.0,166.0,89.8,2404.0,472.0,74.0,83.0,89.2,58.0,60.0,96.7,12.0,17.0,70.6,-0.1,2.0,12.0,3.0,0.0,16.0
522,Neeskens Kebano,1.1,10.0,6.0,8.0,28.0,5.0,1.0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.22,0.0,0.22,0.22,0.22,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,30.0,9.0,30.0,4.0,13.0,13.0,5.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,33.0,42.0,78.6,409.0,99.0,25.0,25.0,100.0,6.0,11.0,54.5,1.0,3.0,33.3,0.0,0.0,1.0,0.0,0.0,2.0
523,Ivan Cavaleiro,7.7,42.0,6.0,8.0,26.0,36.0,27.0,2472.0,27.5,3.0,0.0,2.0,0.11,0.0,0.11,0.07,0.07,5.4,4.7,3.4,8.0,0.2,0.12,0.32,0.17,0.29,28.0,21.0,13.0,10.0,5.0,4.0,22.0,18.2,18.0,444.0,131.0,29.5,82.0,182.0,180.0,38.0,1.0,0.0,37.0,18.0,46.0,22.0,1.0,600.0,834.0,71.9,10024.0,2429.0,307.0,379.0,81.0,213.0,264.0,80.7,60.0,131.0,45.8,-3.4,44.0,19.0,30.0,11.0,50.0
526,Aboubakar Kamara,2.2,34.0,5.0,8.0,25.0,11.0,2.0,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.11,0.11,0.22,0.11,0.22,2.0,2.0,2.0,0.0,0.0,1.0,5.0,20.0,4.0,71.0,13.0,18.3,13.0,27.0,31.0,10.0,1.0,0.0,9.0,2.0,4.0,2.0,0.0,92.0,128.0,71.9,1504.0,409.0,46.0,57.0,80.7,35.0,41.0,85.4,7.0,21.0,33.3,-0.4,6.0,4.0,4.0,1.0,11.0
530,James Tarkowski,27.5,16.0,1.0,4.0,27.0,36.0,36.0,3240.0,36.0,1.0,0.0,1.0,0.03,0.0,0.03,0.03,0.03,2.6,2.6,0.7,3.3,0.07,0.02,0.09,0.07,0.09,74.0,42.0,60.0,10.0,4.0,30.0,54.0,55.6,24.0,252.0,104.0,41.3,174.0,68.0,10.0,70.0,46.0,2.0,24.0,57.0,131.0,236.0,1.0,840.0,1167.0,72.0,20747.0,7676.0,221.0,286.0,77.3,374.0,458.0,81.7,240.0,401.0,59.9,-0.7,10.0,69.0,13.0,2.0,76.0
532,Ben Mee,6.6,16.0,1.0,4.0,30.0,30.0,30.0,2693.0,29.9,2.0,0.0,2.0,0.07,0.0,0.07,0.07,0.07,1.6,1.6,0.3,2.0,0.06,0.01,0.07,0.06,0.07,38.0,24.0,19.0,17.0,2.0,8.0,23.0,34.8,15.0,162.0,50.0,30.9,95.0,56.0,11.0,61.0,43.0,1.0,18.0,35.0,73.0,241.0,1.0,784.0,1044.0,75.1,18309.0,6982.0,232.0,270.0,85.9,341.0,401.0,85.0,199.0,349.0,57.0,-0.3,6.0,51.0,1.0,0.0,64.0
533,Kevin Long,1.1,23.0,1.0,4.0,29.0,8.0,7.0,637.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.04,0.0,0.04,0.04,0.04,14.0,8.0,10.0,4.0,0.0,5.0,8.0,62.5,3.0,53.0,20.0,37.7,34.0,18.0,1.0,9.0,5.0,0.0,4.0,4.0,18.0,31.0,0.0,181.0,255.0,71.0,4324.0,1387.0,41.0,50.0,82.0,91.0,116.0,78.4,46.0,80.0,57.5,0.0,0.0,9.0,2.0,0.0,15.0
534,Jimmy Dunne,0.66,23.0,1.0,4.0,22.0,3.0,3.0,270.0,3.0,1.0,0.0,1.0,0.33,0.0,0.33,0.33,0.33,0.4,0.4,0.1,0.5,0.14,0.04,0.17,0.14,0.17,4.0,2.0,3.0,1.0,0.0,2.0,2.0,100.0,0.0,24.0,11.0,45.8,16.0,7.0,1.0,7.0,4.0,0.0,3.0,3.0,7.0,19.0,0.0,104.0,146.0,71.2,2320.0,570.0,29.0,37.0,78.4,52.0,68.0,76.5,22.0,38.0,57.9,-0.1,2.0,1.0,1.0,0.0,2.0
535,Charlie Taylor,4.4,16.0,1.0,4.0,26.0,29.0,28.0,2426.0,27.0,0.0,1.0,0.0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,1.8,1.8,0.0,0.07,0.07,0.0,0.07,46.0,25.0,25.0,13.0,8.0,22.0,48.0,45.8,26.0,226.0,71.0,31.4,96.0,96.0,34.0,67.0,19.0,0.0,48.0,28.0,74.0,96.0,1.0,907.0,1298.0,69.9,16840.0,7035.0,429.0,491.0,87.4,348.0,455.0,76.5,121.0,302.0,40.1,-0.8,15.0,73.0,25.0,19.0,66.0
536,Erik Pieters,1.65,35.0,3.0,4.0,31.0,20.0,13.0,1266.0,14.1,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.5,0.7,0.01,0.03,0.05,0.01,0.05,40.0,27.0,23.0,14.0,3.0,19.0,42.0,45.2,23.0,213.0,55.0,25.8,95.0,91.0,27.0,44.0,9.0,1.0,35.0,10.0,50.0,42.0,0.0,434.0,580.0,74.8,7764.0,2960.0,187.0,212.0,88.2,185.0,222.0,83.3,48.0,117.0,41.0,0.5,6.0,33.0,4.0,1.0,31.0
537,Matthew Lowton,2.75,16.0,1.0,4.0,31.0,34.0,34.0,3060.0,34.0,1.0,1.0,1.0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.3,3.0,0.02,0.07,0.09,0.02,0.09,67.0,36.0,36.0,29.0,2.0,33.0,76.0,43.4,43.0,290.0,84.0,29.0,134.0,114.0,42.0,66.0,14.0,0.0,52.0,55.0,122.0,116.0,2.0,1031.0,1498.0,68.8,20277.0,9177.0,479.0,529.0,90.5,358.0,498.0,71.9,181.0,430.0,42.1,-1.3,24.0,120.0,43.0,10.0,131.0
538,Phil Bardsley,0.33,44.0,1.0,4.0,35.0,4.0,3.0,274.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04,6.0,4.0,5.0,1.0,0.0,2.0,4.0,50.0,2.0,39.0,9.0,23.1,17.0,19.0,3.0,4.0,1.0,0.0,3.0,3.0,9.0,14.0,0.0,116.0,165.0,70.3,2256.0,949.0,47.0,49.0,95.9,51.0,67.0,76.1,16.0,40.0,40.0,0.0,0.0,9.0,6.0,1.0,11.0
539,Jack Cork,5.5,16.0,7.0,4.0,31.0,16.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.8,0.02,0.04,0.06,0.02,0.06,25.0,16.0,6.0,15.0,4.0,9.0,27.0,33.3,18.0,234.0,71.0,30.3,58.0,121.0,55.0,20.0,6.0,0.0,14.0,15.0,40.0,24.0,0.0,413.0,499.0,82.8,6590.0,1287.0,215.0,243.0,88.5,147.0,162.0,90.7,36.0,61.0,59.0,-0.6,7.0,39.0,3.0,0.0,26.0
540,Ashley Westwood,5.5,16.0,7.0,4.0,30.0,38.0,38.0,3410.0,37.9,3.0,3.0,3.0,0.08,0.08,0.16,0.08,0.16,1.1,1.1,5.0,6.2,0.03,0.13,0.16,0.03,0.16,25.0,14.0,9.0,12.0,4.0,5.0,40.0,12.5,35.0,492.0,133.0,27.0,155.0,265.0,72.0,50.0,10.0,0.0,40.0,48.0,73.0,49.0,0.0,1567.0,2125.0,73.7,33232.0,10582.0,554.0,622.0,89.1,647.0,780.0,82.9,323.0,642.0,50.3,-2.0,49.0,181.0,73.0,12.0,202.0
541,Josh Brownhill,7.7,16.0,7.0,4.0,24.0,33.0,32.0,2813.0,31.3,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,1.9,1.9,1.1,3.0,0.06,0.04,0.1,0.06,0.1,51.0,28.0,11.0,32.0,8.0,10.0,44.0,22.7,34.0,490.0,125.0,25.5,103.0,261.0,126.0,59.0,12.0,1.0,47.0,53.0,104.0,56.0,0.0,938.0,1187.0,79.0,14887.0,3376.0,488.0,559.0,87.3,326.0,402.0,81.1,80.0,152.0,52.6,-0.1,19.0,66.0,17.0,2.0,66.0
542,Dale Stephens,2.75,16.0,7.0,4.0,31.0,7.0,3.0,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06,10.0,4.0,3.0,5.0,2.0,5.0,8.0,62.5,3.0,48.0,15.0,31.3,15.0,27.0,6.0,3.0,0.0,0.0,3.0,3.0,13.0,0.0,0.0,103.0,124.0,83.1,1894.0,528.0,44.0,49.0,89.8,39.0,46.0,84.8,17.0,23.0,73.9,0.0,0.0,7.0,3.0,0.0,12.0
543,Josh Benson,0.44,16.0,7.0,4.0,20.0,6.0,2.0,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06,8.0,5.0,5.0,1.0,2.0,4.0,8.0,50.0,4.0,36.0,12.0,33.3,15.0,17.0,4.0,3.0,1.0,0.0,2.0,1.0,9.0,2.0,0.0,62.0,85.0,72.9,865.0,322.0,38.0,42.0,90.5,17.0,24.0,70.8,4.0,12.0,33.3,0.0,0.0,4.0,0.0,0.0,7.0
544,Robbie Brady,3.3,23.0,7.0,4.0,28.0,19.0,12.0,1052.0,11.7,1.0,1.0,1.0,0.09,0.09,0.17,0.09,0.17,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,22.0,12.0,12.0,3.0,7.0,9.0,31.0,29.0,22.0,181.0,41.0,22.7,62.0,75.0,44.0,25.0,2.0,0.0,23.0,9.0,31.0,24.0,1.0,266.0,393.0,67.7,4703.0,1627.0,133.0,161.0,82.6,88.0,129.0,68.2,34.0,78.0,43.6,0.1,7.0,23.0,6.0,4.0,32.0
545,Dwight McNeil,24.2,16.0,7.0,4.0,20.0,36.0,34.0,3069.0,34.1,2.0,5.0,2.0,0.06,0.15,0.21,0.06,0.21,1.1,1.1,6.5,7.6,0.03,0.19,0.22,0.03,0.22,43.0,22.0,17.0,21.0,5.0,11.0,52.0,21.2,41.0,585.0,138.0,23.6,156.0,286.0,143.0,58.0,6.0,0.0,52.0,38.0,81.0,27.0,1.0,920.0,1336.0,68.9,18456.0,5542.0,395.0,452.0,87.4,336.0,429.0,78.3,169.0,369.0,45.8,-1.5,50.0,74.0,41.0,24.0,77.0
547,Chris Wood,8.8,39.0,4.0,4.0,28.0,33.0,32.0,2741.0,30.5,12.0,3.0,10.0,0.39,0.1,0.49,0.33,0.43,13.3,11.8,2.2,14.0,0.44,0.07,0.51,0.39,0.46,17.0,11.0,4.0,3.0,10.0,6.0,17.0,35.3,11.0,354.0,91.0,25.7,20.0,131.0,203.0,27.0,4.0,0.0,23.0,5.0,22.0,19.0,0.0,440.0,658.0,66.9,5847.0,916.0,273.0,381.0,71.7,127.0,187.0,67.9,13.0,23.0,56.5,0.8,23.0,24.0,5.0,0.0,34.0
549,Ashley Barnes,3.85,16.0,4.0,4.0,30.0,22.0,15.0,1331.0,14.8,3.0,0.0,2.0,0.2,0.0,0.2,0.14,0.14,5.1,4.4,0.7,5.1,0.35,0.04,0.39,0.3,0.34,16.0,6.0,2.0,7.0,7.0,4.0,12.0,33.3,8.0,202.0,52.0,25.7,24.0,77.0,101.0,15.0,3.0,0.0,12.0,5.0,21.0,9.0,0.0,195.0,307.0,63.5,2579.0,574.0,129.0,173.0,74.6,45.0,74.0,60.8,8.0,29.0,27.6,-0.7,13.0,13.0,7.0,1.0,20.0
556,Ben White,30.8,16.0,3.0,3.0,22.0,36.0,36.0,3191.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.4,0.02,0.02,0.04,0.02,0.04,56.0,33.0,28.0,24.0,4.0,24.0,64.0,37.5,40.0,409.0,142.0,34.7,184.0,188.0,37.0,69.0,25.0,0.0,44.0,45.0,101.0,78.0,2.0,1470.0,1766.0,83.2,30785.0,9425.0,487.0,540.0,90.2,729.0,816.0,89.3,241.0,375.0,64.3,-0.7,8.0,111.0,20.0,2.0,116.0
557,Lewis Dunk,27.5,16.0,1.0,3.0,28.0,33.0,33.0,2931.0,32.6,5.0,0.0,5.0,0.15,0.0,0.15,0.15,0.15,2.5,2.5,0.9,3.4,0.08,0.03,0.1,0.08,0.1,34.0,19.0,22.0,10.0,2.0,12.0,23.0,52.2,11.0,188.0,70.0,37.2,99.0,76.0,13.0,40.0,24.0,1.0,16.0,29.0,63.0,126.0,2.0,1935.0,2151.0,90.0,45296.0,12437.0,477.0,505.0,94.5,1000.0,1051.0,95.1,442.0,570.0,77.5,-0.9,9.0,116.0,2.0,0.0,70.0
558,Adam Webster,19.8,16.0,1.0,3.0,25.0,29.0,29.0,2594.0,28.8,1.0,0.0,1.0,0.03,0.0,0.03,0.03,0.03,1.2,1.2,0.2,1.4,0.04,0.01,0.05,0.04,0.05,30.0,21.0,18.0,10.0,2.0,14.0,32.0,43.8,18.0,214.0,87.0,40.7,97.0,93.0,24.0,51.0,21.0,1.0,30.0,40.0,70.0,123.0,0.0,1484.0,1794.0,82.7,32506.0,11319.0,406.0,468.0,86.8,799.0,889.0,89.9,269.0,400.0,67.3,-0.2,6.0,132.0,7.0,1.0,110.0
560,Dan Burn,5.5,16.0,1.0,3.0,28.0,27.0,23.0,2061.0,22.9,1.0,0.0,1.0,0.04,0.0,0.04,0.04,0.04,1.5,1.5,1.0,2.5,0.06,0.04,0.11,0.06,0.11,47.0,22.0,31.0,13.0,3.0,21.0,54.0,38.9,33.0,310.0,103.0,33.2,146.0,114.0,50.0,39.0,7.0,1.0,32.0,37.0,84.0,95.0,0.0,952.0,1242.0,76.7,16883.0,5286.0,399.0,488.0,81.8,477.0,572.0,83.4,66.0,142.0,46.5,-1.0,9.0,73.0,15.0,5.0,77.0
565,Bernardo,4.4,7.0,3.0,3.0,25.0,3.0,2.0,206.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.13,0.09,0.22,0.13,0.22,8.0,5.0,6.0,1.0,1.0,4.0,6.0,66.7,2.0,34.0,13.0,38.2,15.0,9.0,10.0,6.0,0.0,0.0,6.0,0.0,8.0,3.0,0.0,62.0,87.0,71.3,1042.0,288.0,32.0,38.0,84.2,24.0,34.0,70.6,5.0,6.0,83.3,-0.2,2.0,3.0,2.0,1.0,6.0
566,Joël Veltman,6.6,35.0,1.0,3.0,28.0,28.0,25.0,2281.0,25.3,1.0,1.0,1.0,0.04,0.04,0.08,0.04,0.08,1.4,1.4,1.1,2.5,0.05,0.04,0.1,0.05,0.1,77.0,41.0,47.0,22.0,8.0,33.0,63.0,52.4,30.0,312.0,92.0,29.5,141.0,122.0,49.0,35.0,4.0,0.0,31.0,35.0,112.0,84.0,0.0,1152.0,1491.0,77.3,22778.0,9083.0,412.0,471.0,87.5,582.0,712.0,81.7,150.0,277.0,54.2,-0.1,21.0,96.0,35.0,13.0,121.0
568,Yves Bissouma,27.5,33.0,7.0,3.0,23.0,36.0,35.0,3111.0,34.6,1.0,0.0,1.0,0.03,0.0,0.03,0.03,0.03,1.2,1.2,1.0,2.2,0.04,0.03,0.06,0.04,0.06,114.0,74.0,59.0,47.0,8.0,26.0,71.0,36.6,45.0,540.0,187.0,34.6,229.0,256.0,55.0,56.0,8.0,0.0,48.0,60.0,174.0,67.0,0.0,1461.0,1676.0,87.2,29183.0,5414.0,517.0,583.0,88.7,693.0,757.0,91.5,229.0,293.0,78.2,-1.0,15.0,123.0,21.0,2.0,114.0
569,Jakub Moder,11.0,41.0,3.0,3.0,21.0,12.0,7.0,647.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.0,0.12,0.02,0.14,0.12,0.14,16.0,8.0,7.0,6.0,3.0,4.0,17.0,23.5,13.0,134.0,39.0,29.1,43.0,49.0,42.0,17.0,1.0,0.0,16.0,8.0,24.0,14.0,0.0,200.0,268.0,74.6,2874.0,870.0,118.0,135.0,87.4,71.0,90.0,78.9,6.0,24.0,25.0,-0.2,3.0,17.0,7.0,0.0,21.0
570,Davy Pröpper,8.8,35.0,7.0,3.0,28.0,7.0,2.0,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04,7.0,5.0,0.0,7.0,0.0,2.0,5.0,40.0,3.0,30.0,13.0,43.3,13.0,15.0,2.0,2.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,73.0,96.0,76.0,1416.0,432.0,25.0,33.0,75.8,39.0,48.0,81.3,8.0,11.0,72.7,0.0,0.0,7.0,5.0,1.0,13.0
571,Pascal Groß,7.7,20.0,8.0,3.0,29.0,34.0,27.0,2484.0,27.6,3.0,8.0,0.0,0.11,0.29,0.4,0.0,0.29,5.6,2.5,5.5,8.0,0.2,0.2,0.4,0.09,0.29,44.0,24.0,24.0,15.0,5.0,19.0,47.0,40.4,28.0,430.0,112.0,26.0,141.0,189.0,100.0,33.0,5.0,0.0,28.0,25.0,69.0,24.0,0.0,1260.0,1669.0,75.5,25820.0,7297.0,504.0,590.0,85.4,506.0,606.0,83.5,236.0,424.0,55.7,2.5,67.0,81.0,50.0,17.0,129.0
572,Steven Alzate,6.6,11.0,8.0,3.0,21.0,15.0,10.0,896.0,10.0,1.0,0.0,1.0,0.1,0.0,0.1,0.1,0.1,0.7,0.7,0.5,1.1,0.07,0.05,0.11,0.07,0.11,19.0,15.0,12.0,4.0,3.0,2.0,9.0,22.2,7.0,159.0,54.0,34.0,44.0,70.0,45.0,16.0,1.0,0.0,15.0,7.0,26.0,9.0,1.0,399.0,446.0,89.5,6928.0,1321.0,194.0,213.0,91.1,154.0,163.0,94.5,45.0,54.0,83.3,-0.5,10.0,33.0,6.0,0.0,35.0
574,Tariq Lamptey,19.8,16.0,1.0,3.0,19.0,11.0,11.0,886.0,9.8,1.0,1.0,1.0,0.1,0.1,0.2,0.1,0.2,0.6,0.6,1.1,1.7,0.06,0.11,0.17,0.06,0.17,17.0,10.0,9.0,6.0,2.0,7.0,14.0,50.0,7.0,124.0,41.0,33.1,49.0,53.0,22.0,15.0,1.0,0.0,14.0,13.0,30.0,17.0,0.0,390.0,500.0,78.0,6346.0,1711.0,209.0,234.0,89.3,141.0,188.0,75.0,32.0,56.0,57.1,-0.1,11.0,12.0,12.0,7.0,27.0
575,Solly March,9.9,16.0,1.0,3.0,26.0,21.0,19.0,1672.0,18.6,2.0,1.0,2.0,0.11,0.05,0.16,0.11,0.16,1.7,1.7,1.7,3.4,0.09,0.09,0.18,0.09,0.18,56.0,35.0,29.0,18.0,9.0,15.0,33.0,45.5,18.0,240.0,71.0,29.6,86.0,84.0,70.0,50.0,6.0,0.0,44.0,19.0,75.0,16.0,0.0,681.0,975.0,69.8,12847.0,4328.0,319.0,374.0,85.3,261.0,350.0,74.6,94.0,205.0,45.9,-0.7,27.0,39.0,34.0,13.0,77.0
576,Alexis Mac Allister,11.0,2.0,9.0,3.0,21.0,21.0,13.0,1115.0,12.4,1.0,1.0,1.0,0.08,0.08,0.16,0.08,0.16,1.1,1.1,2.4,3.5,0.09,0.19,0.28,0.09,0.28,25.0,18.0,9.0,12.0,4.0,7.0,32.0,21.9,25.0,267.0,85.0,31.8,67.0,114.0,86.0,20.0,3.0,0.0,17.0,11.0,36.0,5.0,0.0,323.0,407.0,79.4,5542.0,1298.0,153.0,182.0,84.1,123.0,148.0,83.1,35.0,48.0,72.9,-1.4,15.0,24.0,17.0,0.0,36.0
577,Adam Lallana,4.4,16.0,9.0,3.0,32.0,30.0,16.0,1596.0,17.7,1.0,1.0,1.0,0.06,0.06,0.11,0.06,0.11,2.4,2.4,2.8,5.3,0.14,0.16,0.3,0.14,0.3,32.0,26.0,15.0,12.0,5.0,10.0,48.0,20.8,38.0,339.0,113.0,33.3,112.0,153.0,74.0,26.0,3.0,0.0,23.0,16.0,48.0,14.0,0.0,793.0,936.0,84.7,12397.0,2974.0,413.0,460.0,89.8,294.0,339.0,86.7,56.0,83.0,67.5,-1.8,27.0,58.0,28.0,3.0,83.0
578,Percy Tau,3.3,43.0,6.0,3.0,26.0,3.0,1.0,103.0,1.1,0.0,1.0,0.0,0.0,0.87,0.87,0.0,0.87,0.0,0.0,0.3,0.3,0.0,0.27,0.27,0.0,0.27,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,30.0,3.0,10.0,9.0,11.0,10.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,22.0,29.0,75.9,322.0,67.0,11.0,15.0,73.3,10.0,11.0,90.9,0.0,2.0,0.0,0.7,3.0,1.0,1.0,0.0,2.0
579,Leandro Trossard,18.7,5.0,6.0,3.0,25.0,35.0,30.0,2607.0,29.0,5.0,5.0,5.0,0.17,0.17,0.35,0.17,0.35,5.1,5.1,4.3,9.4,0.18,0.15,0.32,0.18,0.32,27.0,20.0,7.0,16.0,4.0,6.0,31.0,19.4,25.0,425.0,131.0,30.8,104.0,173.0,148.0,41.0,4.0,0.0,37.0,24.0,51.0,5.0,0.0,813.0,1085.0,74.9,15607.0,4328.0,344.0,429.0,80.2,336.0,410.0,82.0,114.0,175.0,65.1,0.7,46.0,79.0,64.0,15.0,124.0
582,Alireza Jahanbakhsh,5.5,24.0,6.0,3.0,26.0,21.0,6.0,528.0,5.9,0.0,1.0,0.0,0.0,0.17,0.17,0.0,0.17,1.6,1.6,3.2,4.8,0.28,0.54,0.82,0.28,0.82,8.0,5.0,1.0,6.0,1.0,2.0,12.0,16.7,10.0,93.0,25.0,26.9,15.0,31.0,47.0,9.0,1.0,0.0,8.0,7.0,15.0,1.0,0.0,196.0,265.0,74.0,3308.0,778.0,87.0,108.0,80.6,82.0,100.0,82.0,19.0,37.0,51.4,-2.2,11.0,4.0,19.0,5.0,21.0
583,Neal Maupay,22.0,18.0,6.0,3.0,23.0,33.0,29.0,2512.0,27.9,8.0,2.0,5.0,0.29,0.07,0.36,0.18,0.25,13.0,9.9,3.6,13.5,0.46,0.13,0.59,0.36,0.48,24.0,18.0,6.0,12.0,6.0,4.0,18.0,22.2,14.0,475.0,146.0,30.7,74.0,187.0,214.0,18.0,2.0,0.0,16.0,12.0,36.0,9.0,0.0,508.0,656.0,77.4,7903.0,1364.0,255.0,310.0,82.3,186.0,222.0,83.8,37.0,60.0,61.7,-1.6,31.0,32.0,28.0,4.0,41.0
584,Aaron Connolly,7.7,23.0,4.0,3.0,20.0,17.0,9.0,791.0,8.8,2.0,1.0,2.0,0.23,0.11,0.34,0.23,0.34,3.5,3.5,0.2,3.7,0.4,0.02,0.42,0.4,0.42,7.0,5.0,2.0,4.0,1.0,1.0,5.0,20.0,4.0,124.0,40.0,32.3,7.0,58.0,59.0,9.0,1.0,0.0,8.0,0.0,7.0,1.0,0.0,79.0,101.0,78.2,1147.0,165.0,45.0,56.0,80.4,26.0,30.0,86.7,4.0,5.0,80.0,0.8,5.0,2.0,1.0,0.0,3.0
